shape_id;shape_pt_lat;shape_pt_lon;shape_pt_sequence;shape_dist_traveled
57;-23.56852;-46.73181;2;1100
57;-23.56709;-46.7275;3;1605
57;-23.56524;-46.72465;4;2225
57;-23.56666;-46.72727;5;2535
57;-23.55958;-46.73435;6;3935
57;-23.55941;-46.73757;7;4265
57;-23.55974;-46.73484;8;4800
57;-23.56084;-46.73074;9;5275
57;-23.56614;-46.73032;10;5990
57;-23.56827;-46.7321;11;6425
57;-23.568;-46.7405;12;7625
57;-23.56669;-46.73802;13;9225
57;-23.56668;-46.73842;14;9480
57;-23.568;-46.7405;15;10475
58;-23.57153;-46.70804;1;0
58;-23.56602;-46.71048;2;1200
58;-23.56328;-46.7162;3;1835
58;-23.56279;-46.71959;4;2815
58;-23.5607;-46.7134;5;4215
58;-23.56426;-46.71304;6;4615
58;-23.56541;-46.71313;7;4785
58;-23.57099;-46.70963;8;5660
58;-23.57153;-46.70804;9;5830
59;-23.568;-46.7405;1;0
59;-23.56852;-46.73181;2;1100
59;-23.56709;-46.7275;3;1605
59;-23.56589;-46.72534;4;1865
59;-23.56524;-46.72465;5;2225
59;-23.56666;-46.72727;6;2535
59;-23.56084;-46.73074;7;3935
59;-23.56614;-46.73032;8;4650
59;-23.56827;-46.7321;9;5085
59;-23.568;-46.7405;10;6285
59;-23.56669;-46.73802;11;7885
59;-23.56668;-46.73842;12;8140
59;-23.568;-46.7405;13;9135
60;-23.57153;-46.70804;1;0
60;-23.56602;-46.71048;2;1200
60;-23.5637;-46.71273;3;1550
60;-23.56426;-46.71304;4;2040
60;-23.56541;-46.71313;5;2210
60;-23.57099;-46.70963;6;3085
60;-23.57153;-46.70804;7;3255
